key,time,commitTime,PythonfileNum,pythonFile
#1669,2021-06-06 05:59:03,2021-06-05 19:59:02,10,"['gluoncv/auto/data/dataset.py', 'gluoncv/auto/estimators/base_estimator.py', 'gluoncv/auto/estimators/center_net/center_net.py', 'gluoncv/auto/estimators/faster_rcnn/faster_rcnn.py', 'gluoncv/auto/estimators/image_classification/image_classification.py', 'gluoncv/auto/estimators/ssd/ssd.py', 'gluoncv/auto/estimators/yolo/yolo.py', 'setup.py', 'tests/auto/test_auto_data.py', 'tests/auto/test_auto_estimators.py']"
#1667,2021-06-10 19:56:56,2021-06-11 03:56:55,5,"['gluoncv/auto/data/dataset.py', 'gluoncv/auto/estimators/image_classification/image_classification.py', 'gluoncv/auto/tasks/image_classification.py', 'gluoncv/utils/filesystem.py', 'tests/auto/test_auto_estimators.py']"
#1658,2021-05-13 23:51:40,2021-05-13 16:51:40,2,"['gluoncv/torch/model_zoo/pose/directpose_resnet_fpn.py', 'scripts/pose/directpose/demo_directpose.py']"
#1654,2021-05-06 00:36:08,2021-05-05 17:36:08,4,"['gluoncv/torch/engine/config/action_recognition.py', 'gluoncv/torch/utils/task_utils/classification.py', 'gluoncv/torch/utils/utils.py', 'scripts/action-recognition/train_ddp_pytorch.py']"
#1647,2021-04-02 02:01:02,2021-04-01 19:01:02,4,"['gluoncv/auto/estimators/base_estimator.py', 'gluoncv/auto/estimators/image_classification/image_classification.py', 'gluoncv/auto/estimators/mask_rcnn/mask_rcnn.py', 'tests/auto/test_auto_estimators.py']"
#1641,2021-03-27 05:23:11,2021-03-26 22:23:10,12,"['gluoncv/auto/estimators/base_estimator.py', 'gluoncv/auto/estimators/center_net/center_net.py', 'gluoncv/auto/estimators/center_net/default.py', 'gluoncv/auto/estimators/faster_rcnn/default.py', 'gluoncv/auto/estimators/faster_rcnn/faster_rcnn.py', 'gluoncv/auto/estimators/image_classification/default.py', 'gluoncv/auto/estimators/image_classification/image_classification.py', 'gluoncv/auto/estimators/ssd/default.py', 'gluoncv/auto/estimators/ssd/ssd.py', 'gluoncv/auto/estimators/utils.py', 'gluoncv/auto/estimators/yolo/default.py', 'gluoncv/auto/estimators/yolo/yolo.py']"
#1639,2021-04-12 16:53:34,2021-04-12 09:53:33,2,"['scripts/classification/imagenet/dali.py', 'scripts/classification/imagenet/train_imagenet.py']"
#1636,2021-03-25 04:39:45,2021-03-24 21:39:45,8,"['gluoncv/auto/estimators/base_estimator.py', 'gluoncv/auto/estimators/center_net/center_net.py', 'gluoncv/auto/estimators/faster_rcnn/faster_rcnn.py', 'gluoncv/auto/estimators/image_classification/image_classification.py', 'gluoncv/auto/estimators/ssd/ssd.py', 'gluoncv/auto/estimators/utils.py', 'gluoncv/auto/estimators/yolo/yolo.py', 'tests/auto/test_auto_estimators.py']"
#1632,2021-03-14 07:31:08,2021-03-13 23:31:08,9,"['gluoncv/auto/data/auto_data.py', 'gluoncv/auto/data/dataset.py', 'gluoncv/auto/estimators/base_estimator.py', 'gluoncv/auto/estimators/center_net/center_net.py', 'gluoncv/auto/estimators/faster_rcnn/faster_rcnn.py', 'gluoncv/auto/estimators/image_classification/image_classification.py', 'gluoncv/auto/estimators/ssd/ssd.py', 'gluoncv/auto/estimators/yolo/yolo.py', 'tests/auto/test_auto_estimators.py']"
#1626,2021-03-02 18:37:34,2021-03-02 10:37:34,3,"['gluoncv/model_zoo/danet.py', 'gluoncv/model_zoo/model_zoo.py', 'gluoncv/model_zoo/resnext.py']"
#1624,2021-02-26 21:06:25,2021-02-26 13:06:23,4,"['gluoncv/model_zoo/smot/general_detector.py', 'gluoncv/model_zoo/smot/smot_tracker.py', 'gluoncv/model_zoo/smot/tracktors.py', 'scripts/tracking/smot/demo.py']"
#1620,2021-02-26 21:48:08,2021-02-26 13:48:08,5,"['gluoncv/torch/data/__init__.py', 'gluoncv/torch/data/video_cls/dataset_classification.py', 'gluoncv/torch/data/video_cls/multigrid_helper.py', 'gluoncv/torch/engine/config.py', 'scripts/action-recognition/train_ddp_shortonly_pytorch.py']"
#1619,2021-02-20 03:12:53,2021-02-19 19:12:53,4,"['gluoncv/auto/estimators/base_estimator.py', 'gluoncv/auto/tasks/image_classification.py', 'gluoncv/auto/tasks/object_detection.py', 'tests/auto/test_auto_tasks.py']"
#1616,2021-02-22 19:15:20,2021-02-22 11:15:20,6,"['gluoncv/model_zoo/smot/general_detector.py', 'gluoncv/model_zoo/smot/presets.py', 'gluoncv/model_zoo/smot/ssd.py', 'gluoncv/model_zoo/smot/tracktors.py', 'scripts/tracking/smot/demo.py', 'tests/auto/test_auto_tasks.py']"
#1615,2021-02-17 23:36:41,2021-02-17 15:36:41,12,"['gluoncv/auto/estimators/base_estimator.py', 'gluoncv/auto/estimators/center_net/center_net.py', 'gluoncv/auto/estimators/conf.py', 'gluoncv/auto/estimators/faster_rcnn/faster_rcnn.py', 'gluoncv/auto/estimators/image_classification/image_classification.py', 'gluoncv/auto/estimators/mask_rcnn/mask_rcnn.py', 'gluoncv/auto/estimators/ssd/ssd.py', 'gluoncv/auto/estimators/yolo/yolo.py', 'gluoncv/auto/tasks/image_classification.py', 'gluoncv/auto/tasks/object_detection.py', 'gluoncv/check.py', 'tests/auto/test_auto_tasks.py']"
#1613,2021-02-16 17:21:22,2021-02-16 09:21:22,3,"['gluoncv/auto/estimators/image_classification/image_classification.py', 'gluoncv/auto/tasks/image_classification.py', 'gluoncv/auto/tasks/object_detection.py']"
#1611,2021-02-15 20:26:10,2021-02-15 12:26:10,18,"['docs/conf.py', 'docs/tutorials/auto_module/demo_auto_data.py', 'docs/tutorials/auto_module/demo_auto_detection.py', 'docs/tutorials/auto_module/train_image_classifier_basic.py', 'gluoncv/auto/data/auto_data.py', 'gluoncv/auto/data/data_zoo.py', 'gluoncv/auto/data/dataset.py', 'gluoncv/auto/estimators/base_estimator.py', 'gluoncv/auto/estimators/center_net/center_net.py', 'gluoncv/auto/estimators/faster_rcnn/faster_rcnn.py', 'gluoncv/auto/estimators/image_classification/image_classification.py', 'gluoncv/auto/estimators/ssd/ssd.py', 'gluoncv/auto/estimators/yolo/yolo.py', 'gluoncv/auto/tasks/image_classification.py', 'gluoncv/auto/tasks/object_detection.py', 'gluoncv/auto/tasks/utils.py', 'scripts/datasets/mscoco.py', 'scripts/datasets/pascal_voc.py']"
#1609,2021-02-10 21:28:13,2021-02-10 13:28:12,2,"['scripts/detection/faster_rcnn/train_faster_rcnn.py', 'scripts/instance/mask_rcnn/train_mask_rcnn.py']"
#1600,2021-02-01 03:54:00,2021-01-31 19:53:59,9,"['gluoncv/auto/estimators/center_net/center_net.py', 'gluoncv/auto/estimators/faster_rcnn/default.py', 'gluoncv/auto/estimators/faster_rcnn/faster_rcnn.py', 'gluoncv/auto/estimators/image_classification/image_classification.py', 'gluoncv/auto/estimators/image_classification/utils.py', 'gluoncv/auto/estimators/ssd/ssd.py', 'gluoncv/auto/estimators/yolo/yolo.py', 'gluoncv/auto/tasks/object_detection.py', 'gluoncv/auto/tasks/utils.py']"
#1598,2021-01-27 00:13:32,2021-01-26 16:13:31,2,"['gluoncv/auto/tasks/image_classification.py', 'gluoncv/auto/tasks/object_detection.py']"
#1596,2021-01-24 05:43:59,2021-01-23 21:43:59,10,"['gluoncv/auto/data/auto_data.py', 'gluoncv/auto/estimators/base_estimator.py', 'gluoncv/auto/estimators/center_net/center_net.py', 'gluoncv/auto/estimators/faster_rcnn/faster_rcnn.py', 'gluoncv/auto/estimators/image_classification/image_classification.py', 'gluoncv/auto/estimators/ssd/ssd.py', 'gluoncv/auto/estimators/yolo/yolo.py', 'gluoncv/auto/tasks/image_classification.py', 'gluoncv/auto/tasks/object_detection.py', 'gluoncv/auto/tasks/utils.py']"
#1592,2021-01-20 22:38:51,2021-01-20 14:38:50,5,"['gluoncv/model_zoo/smot/smot_tracker.py', 'scripts/tracking/smot/demo.py', 'scripts/tracking/smot/eval.py', 'scripts/tracking/smot/helper.py', 'scripts/tracking/smot/preprocess.py']"
#1585,2021-01-15 01:17:49,2021-01-15 09:17:48,4,"['gluoncv/model_zoo/rcnn/faster_rcnn/faster_rcnn.py', 'gluoncv/model_zoo/rcnn/rcnn.py', 'gluoncv/model_zoo/rcnn/rpn/proposal.py', 'gluoncv/model_zoo/rcnn/rpn/rpn.py']"
#1584,2021-01-09 17:29:44,2021-01-09 09:29:44,2,"['gluoncv/model_zoo/smot/motion_estimation.py', 'gluoncv/torch/data/transforms/videotransforms/video_transforms.py']"
#1579,2021-01-05 05:03:10,2021-01-04 21:03:09,3,"['gluoncv/torch/model_zoo/action_recognition/i3d_resnet.py', 'gluoncv/torch/model_zoo/action_recognition/non_local.py', 'gluoncv/torch/utils/utils.py']"
#1573,2020-12-19 05:52:41,2020-12-18 21:52:40,20,"['docs/tutorials/tracking/demo_smot.py', 'gluoncv/model_zoo/__init__.py', 'gluoncv/model_zoo/model_store.py', 'gluoncv/model_zoo/smot/__init__.py', 'gluoncv/model_zoo/smot/anchor.py', 'gluoncv/model_zoo/smot/decoders.py', 'gluoncv/model_zoo/smot/feature_bifpn.py', 'gluoncv/model_zoo/smot/mobilenet.py', 'gluoncv/model_zoo/smot/motion_estimation.py', 'gluoncv/model_zoo/smot/object_detector.py', 'gluoncv/model_zoo/smot/smot_tracker.py', 'gluoncv/model_zoo/smot/ssd_bifpn.py', 'gluoncv/model_zoo/smot/tracktors.py', 'gluoncv/model_zoo/smot/utils.py', 'gluoncv/utils/filesystem.py', 'scripts/tracking/siamrpn/benchmark.py', 'scripts/tracking/siamrpn/demo.py', 'scripts/tracking/siamrpn/test.py', 'scripts/tracking/siamrpn/train.py', 'scripts/tracking/smot/demo.py']"
#1568,2020-12-15 04:45:36,2020-12-14 20:45:36,8,"['gluoncv/data/__init__.py', 'gluoncv/data/kinetics700/__init__.py', 'gluoncv/data/kinetics700/classification.py', 'gluoncv/model_zoo/action_recognition/__init__.py', 'gluoncv/model_zoo/action_recognition/i3d_slow.py', 'gluoncv/model_zoo/model_store.py', 'gluoncv/model_zoo/model_zoo.py', 'scripts/action-recognition/test_recognizer.py']"
#1566,2020-12-14 19:10:22,2020-12-14 11:10:21,7,"['gluoncv/auto/estimators/faster_rcnn/faster_rcnn.py', 'gluoncv/auto/estimators/image_classification/image_classification.py', 'gluoncv/auto/estimators/image_classification/utils.py', 'gluoncv/auto/tasks/image_classification.py', 'gluoncv/auto/tasks/object_detection.py', 'gluoncv/auto/tasks/utils.py', 'gluoncv/model_zoo/rcnn/faster_rcnn/data_parallel.py']"
#1557,2020-12-07 20:56:34,2020-12-07 12:56:34,2,"['docs/tutorials/action_recognition/dive_deep_i3d_kinetics400.py', 'docs/tutorials/action_recognition/dive_deep_slowfast_kinetics400.py']"
#1553,2020-12-02 07:03:00,2020-12-01 23:02:59,3,"['docs/conf.py', 'docs/tutorials_torch/action_recognition/ddp_pytorch.py', 'docs/tutorials_torch/action_recognition/demo_i3d_kinetics400.py']"
#1549,2021-01-06 17:24:18,2021-01-06 18:24:17,15,"['gluoncv/model_zoo/action_recognition/actionrec_resnetv1b.py', 'gluoncv/torch/data/__init__.py', 'gluoncv/torch/data/coot/dataloader.py', 'gluoncv/torch/engine/config.py', 'gluoncv/torch/model_zoo/action_recognition/i3d_slow.py', 'gluoncv/torch/model_zoo/model_zoo.py', 'gluoncv/torch/model_zoo/video_language/coot_model.py', 'gluoncv/torch/utils/coot_utils.py', 'gluoncv/torch/utils/loss.py', 'gluoncv/torch/utils/lr_policy.py', 'gluoncv/torch/utils/model_utils.py', 'gluoncv/torch/utils/optimizer.py', 'gluoncv/torch/utils/task_utils.py', 'scripts/vision-language/video-language/coot/train_pytorch.py', 'tests/model_zoo_torch/test_model_zoo_torch.py']"
#1548,2020-11-29 18:45:28,2020-11-30 00:15:27,2,"['gluoncv/model_zoo/action_recognition/actionrec_resnetv1b.py', 'gluoncv/model_zoo/model_zoo.py']"
#1545,2021-01-20 00:54:01,2021-01-20 08:54:00,22,"['gluoncv/auto/estimators/center_net/default.py', 'gluoncv/auto/estimators/faster_rcnn/default.py', 'gluoncv/auto/estimators/faster_rcnn/faster_rcnn.py', 'gluoncv/auto/estimators/ssd/default.py', 'gluoncv/auto/estimators/ssd/ssd.py', 'gluoncv/auto/estimators/yolo/default.py', 'gluoncv/auto/estimators/yolo/yolo.py', 'gluoncv/auto/tasks/image_classification.py', 'gluoncv/auto/tasks/object_detection.py', 'gluoncv/auto/tasks/utils.py', 'gluoncv/model_zoo/ssd/ssd.py', 'scripts/classification/auto_classification/train_auto_classification.py', 'scripts/classification/fit_classification.py', 'scripts/detection/auto_detection/train_auto_center_net.py', 'scripts/detection/auto_detection/train_auto_detection.py', 'scripts/detection/auto_detection/train_auto_faster_rcnn.py', 'scripts/detection/auto_detection/train_auto_ssd.py', 'scripts/detection/auto_detection/train_auto_yolo.py', 'scripts/detection/center_net/fit_center_net.py', 'scripts/detection/faster_rcnn/fit_faster_rcnn.py', 'scripts/detection/ssd/fit_ssd.py', 'scripts/detection/yolo/fit_yolo.py']"
#1544,2020-11-25 02:31:14,2020-11-24 18:31:14,2,"['gluoncv/auto/estimators/image_classification/image_classification.py', 'tests/auto/test_auto_estimators.py']"
#1543,2020-11-25 18:01:04,2020-11-25 10:01:04,3,"['gluoncv/torch/model_zoo/action_recognition/i3d_slow.py', 'gluoncv/torch/model_zoo/model_store.py', 'gluoncv/torch/model_zoo/model_zoo.py']"
#1541,2020-12-02 22:21:57,2020-12-02 14:21:56,2,"['gluoncv/model_zoo/rcnn/faster_rcnn/faster_rcnn.py', 'tools/batch/submit-job.py']"
#1540,2020-11-23 23:27:36,2020-11-23 15:27:35,3,"['gluoncv/auto/estimators/image_classification/image_classification.py', 'gluoncv/auto/tasks/image_classification.py', 'tests/auto/test_auto_estimators.py']"
#1536,2020-11-23 22:20:30,2020-11-23 14:20:30,2,"['gluoncv/data/transforms/presets/ssd.py', 'scripts/detection/ssd/train_ssd.py']"
#1535,2020-11-21 01:18:54,2020-11-20 17:18:53,2,"['docs/tutorials_torch/action_recognition/speed.py', 'scripts/action-recognition/get_fps.py']"
#1534,2020-11-20 19:33:23,2020-11-20 11:33:23,7,"['docs/tutorials_torch/action_recognition/extract_feat.py', 'gluoncv/torch/model_zoo/action_recognition/actionrec_resnetv1b.py', 'gluoncv/torch/model_zoo/action_recognition/i3d_resnet.py', 'gluoncv/torch/model_zoo/action_recognition/i3d_slow.py', 'gluoncv/torch/model_zoo/action_recognition/ircsnv2.py', 'gluoncv/torch/model_zoo/action_recognition/r2plus1dv2.py', 'gluoncv/torch/model_zoo/action_recognition/tpn.py']"
#1532,2020-11-19 23:36:37,2020-11-19 15:36:37,5,"['docs/tutorials_torch/action_recognition/demo_i3d_kinetics400.py', 'docs/tutorials_torch/action_recognition/extract_feat.py', 'docs/tutorials_torch/action_recognition/finetune_custom.py', 'gluoncv/torch/model_zoo/action_recognition/i3d_resnet.py', 'scripts/action-recognition/feat_extract_pytorch.py']"
#1530,2020-11-19 01:52:46,2020-11-18 17:52:45,8,"['gluoncv/torch/model_zoo/action_recognition/actionrec_resnetv1b.py', 'gluoncv/torch/model_zoo/action_recognition/i3d_resnet.py', 'gluoncv/torch/model_zoo/action_recognition/i3d_slow.py', 'gluoncv/torch/model_zoo/action_recognition/r2plus1dv1.py', 'gluoncv/torch/model_zoo/action_recognition/slowfast.py', 'gluoncv/torch/model_zoo/action_recognition/tpn.py', 'gluoncv/torch/model_zoo/model_zoo.py', 'tests/model_zoo_torch/test_model_zoo_torch.py']"
#1529,2020-11-21 04:52:04,2020-11-20 20:52:03,5,"['gluoncv/auto/estimators/image_classification/default.py', 'gluoncv/auto/estimators/image_classification/image_classification.py', 'gluoncv/auto/tasks/image_classification.py', 'tests/auto/test_auto_estimators.py', 'tests/auto/test_auto_tasks.py']"
#1528,2020-11-24 23:10:37,2020-11-25 07:10:36,5,"['gluoncv/data/transforms/presets/center_net.py', 'gluoncv/data/transforms/presets/rcnn.py', 'gluoncv/data/transforms/presets/simple_pose.py', 'gluoncv/data/transforms/presets/ssd.py', 'gluoncv/data/transforms/presets/yolo.py']"
#1525,2020-11-25 22:16:12,2020-11-26 06:16:11,2,"['scripts/detection/faster_rcnn/train_faster_rcnn.py', 'scripts/instance/mask_rcnn/train_mask_rcnn.py']"
#1523,2020-11-16 06:48:07,2020-12-02 14:21:56,14,"['gluoncv/model_zoo/rcnn/faster_rcnn/faster_rcnn.py', 'tools/batch/submit-job.py', 'gluoncv/auto/estimators/base_estimator.py', 'gluoncv/auto/estimators/center_net/center_net.py', 'gluoncv/auto/estimators/faster_rcnn/faster_rcnn.py', 'gluoncv/auto/estimators/image_classification/image_classification.py', 'gluoncv/auto/estimators/ssd/ssd.py', 'gluoncv/auto/estimators/yolo/yolo.py', 'gluoncv/auto/tasks/image_classification.py', 'gluoncv/auto/tasks/object_detection.py', 'gluoncv/auto/tasks/utils.py', 'gluoncv/nn/block.py', 'tests/auto/test_auto_estimators.py', 'tests/auto/test_auto_tasks.py']"
#1522,2020-11-18 03:56:38,2020-11-17 19:56:37,2,"['docs/conf.py', 'docs/tutorials_torch/action_recognition/demo_i3d_kinetics400.py']"
#1518,2020-11-12 03:19:42,2020-12-02 14:21:56,3,"['gluoncv/model_zoo/rcnn/faster_rcnn/faster_rcnn.py', 'tools/batch/submit-job.py', 'gluoncv/data/mhp.py']"
#1517,2020-11-12 03:54:26,2020-12-02 14:21:56,8,"['gluoncv/model_zoo/rcnn/faster_rcnn/faster_rcnn.py', 'tools/batch/submit-job.py', 'gluoncv/model_zoo/model_store.py', 'gluoncv/torch/model_zoo/action_recognition/__init__.py', 'gluoncv/torch/model_zoo/action_recognition/ircsnv2.py', 'gluoncv/torch/model_zoo/action_recognition/r2plus1dv2.py', 'gluoncv/torch/model_zoo/model_store.py', 'gluoncv/torch/model_zoo/model_zoo.py']"
#1515,2020-11-11 18:48:37,2020-12-02 14:21:56,3,"['gluoncv/model_zoo/rcnn/faster_rcnn/faster_rcnn.py', 'tools/batch/submit-job.py', 'gluoncv/torch/model_zoo/action_recognition/ir_CSN_152.py']"
#1513,2020-11-11 03:26:46,2020-12-02 14:21:56,6,"['gluoncv/model_zoo/rcnn/faster_rcnn/faster_rcnn.py', 'tools/batch/submit-job.py', 'scripts/action-recognition/get_flops.py', 'scripts/action-recognition/test_ddp_pytorch.py', 'scripts/action-recognition/train_ddp_pytorch.py', 'scripts/action-recognition/train_ddp_shortonly_pytorch.py']"
#1510,2020-11-10 22:53:20,2020-12-02 14:21:56,6,"['gluoncv/model_zoo/rcnn/faster_rcnn/faster_rcnn.py', 'tools/batch/submit-job.py', 'gluoncv/torch/engine/config.py', 'gluoncv/torch/utils/lr_policy.py', 'scripts/action-recognition/train_ddp_pytorch.py', 'scripts/action-recognition/train_ddp_shortonly_pytorch.py']"
#1509,2020-11-10 22:43:56,2020-12-02 14:21:56,3,"['gluoncv/model_zoo/rcnn/faster_rcnn/faster_rcnn.py', 'tools/batch/submit-job.py', 'gluoncv/torch/utils/get_flops.py']"
#1508,2020-11-10 06:27:06,2020-12-02 14:21:56,2,"['gluoncv/model_zoo/rcnn/faster_rcnn/faster_rcnn.py', 'tools/batch/submit-job.py']"
#1507,2020-11-11 23:38:36,2020-12-02 14:21:56,3,"['gluoncv/model_zoo/rcnn/faster_rcnn/faster_rcnn.py', 'tools/batch/submit-job.py', 'gluoncv/model_zoo/danet.py']"
#1502,2020-11-05 04:51:13,2020-12-02 14:21:56,3,"['gluoncv/model_zoo/rcnn/faster_rcnn/faster_rcnn.py', 'tools/batch/submit-job.py', 'gluoncv/torch/engine/config.py']"
#1501,2020-11-06 21:59:38,2020-12-02 14:21:56,5,"['gluoncv/model_zoo/rcnn/faster_rcnn/faster_rcnn.py', 'tools/batch/submit-job.py', 'tests/unittests/test_data_datasets.py', 'tests/unittests/test_data_transforms.py', 'tests/unittests/tiny_datasets.py']"
#1499,2020-11-05 00:41:29,2020-12-02 14:21:56,12,"['gluoncv/model_zoo/rcnn/faster_rcnn/faster_rcnn.py', 'tools/batch/submit-job.py', 'gluoncv/auto/estimators/center_net/center_net.py', 'gluoncv/auto/estimators/faster_rcnn/default.py', 'gluoncv/auto/estimators/faster_rcnn/faster_rcnn.py', 'gluoncv/auto/estimators/image_classification/image_classification.py', 'gluoncv/auto/estimators/image_classification/utils.py', 'gluoncv/auto/estimators/ssd/default.py', 'gluoncv/auto/estimators/ssd/ssd.py', 'gluoncv/auto/estimators/yolo/default.py', 'gluoncv/auto/estimators/yolo/yolo.py', 'tests/auto/test_auto_estimators.py']"
#1498,2020-11-04 18:37:45,2020-12-02 14:21:56,2,"['gluoncv/model_zoo/rcnn/faster_rcnn/faster_rcnn.py', 'tools/batch/submit-job.py']"
#1497,2020-11-04 01:01:04,2020-12-02 14:21:56,9,"['gluoncv/model_zoo/rcnn/faster_rcnn/faster_rcnn.py', 'tools/batch/submit-job.py', 'gluoncv/auto/estimators/faster_rcnn/faster_rcnn.py', 'gluoncv/auto/estimators/ssd/default.py', 'gluoncv/auto/estimators/ssd/ssd.py', 'gluoncv/auto/estimators/yolo/default.py', 'gluoncv/auto/estimators/yolo/yolo.py', 'tests/auto/test_auto_estimators.py', 'tests/auto/test_auto_tasks.py']"
#1496,2020-11-03 00:58:54,2020-12-02 14:21:56,7,"['gluoncv/model_zoo/rcnn/faster_rcnn/faster_rcnn.py', 'tools/batch/submit-job.py', 'gluoncv/auto/estimators/center_net/center_net.py', 'gluoncv/auto/estimators/image_classification/utils.py', 'gluoncv/auto/estimators/ssd/ssd.py', 'gluoncv/auto/estimators/yolo/yolo.py', 'tests/auto/test_auto_tasks.py']"
#1495,2020-11-03 23:54:43,2020-12-02 14:21:56,2,"['gluoncv/model_zoo/rcnn/faster_rcnn/faster_rcnn.py', 'tools/batch/submit-job.py']"
#1489,2020-11-01 02:25:40,2020-10-31 19:25:40,7,"['docs/conf.py', 'gluoncv/torch/data/video_cls/dataset_classification.py', 'gluoncv/torch/engine/config.py', 'gluoncv/torch/model_zoo/action_recognition/r2plus1dv2.py', 'gluoncv/torch/utils/lr_policy.py', 'scripts/action-recognition/train_ddp_pytorch.py', 'setup.py']"
#1474,2020-11-04 19:14:56,2020-12-02 14:21:56,3,"['gluoncv/model_zoo/rcnn/faster_rcnn/faster_rcnn.py', 'tools/batch/submit-job.py', 'tools/batch/batch-test.py']"
